1709345397,Sleep
1709431999,Awake
1709562603,Sleep
1709588891,Awake
1709670161,Sleep
1709683878,Awake
1710003615,Sleep
1710026879,Awake
1710143400,Sleep
1710168000,Awake
1710230400.0,Sleep
1710262800.0,Awake
1710346800.0,Sleep
1710364500.0,Awake
1710433200.0,Sleep
1710468000.0,Awake
1710525000.0,Sleep
1710550800.0,Awake
1710609673.0869215,Sleep
1710640213.6606114,Awake
1710695958.9683177,Sleep
1710719580.975196,Awake
1710754800.0,Sleep
1710765900.0,Awake
1710869400.0,Sleep
1710885600.0,Awake
1710955200.0,Sleep
1710968400.0,Awake
1711038600.0,Sleep
1711056600.0,Awake
1711131720.0,Sleep
1711157400.0,Awake
1711297800.0,Sleep
1711335900.0,Awake
1711390800.0,Sleep
1711405800.0,Awake
1711737000.0,Sleep
